WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20211206,20211212,5-14 years,Mycoplasma pneumoniae,0
20211206,20211212,5-14 years,Parainfluenza virus,0.8
20211206,20211212,5-14 years,Respiratory syncytial virus,0.7
20211206,20211212,5-14 years,Rhinovirus,6.9
20211206,20211212,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),1.7
20211206,20211212,15-44 years,Adenovirus,0
20211206,20211212,15-44 years,Human metapneumovirus,0.8
20211206,20211212,15-44 years,Influenza - Type A (any subtype),0.4
20211206,20211212,15-44 years,Influenza - Type A (not subtyped),0.3
20211206,20211212,15-44 years,Influenza - Type A or B,0.4
20211206,20211212,15-44 years,Influenza - Type A(H1N1)pdm09,0
20211206,20211212,15-44 years,Influenza - Type A(H3),0.1
20211206,20211212,15-44 years,Influenza - Type B,0
20211206,20211212,15-44 years,Mycoplasma pneumoniae,0
20211206,20211212,15-44 years,Parainfluenza virus,0.3
20211206,20211212,15-44 years,Respiratory syncytial virus,0.5
20211206,20211212,15-44 years,Rhinovirus,1.1
20211206,20211212,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.6
20211206,20211212,45-64 years,Adenovirus,0.1
20211206,20211212,45-64 years,Human metapneumovirus,1.4
20211206,20211212,45-64 years,Influenza - Type A (any subtype),0.2
20211206,20211212,45-64 years,Influenza - Type A (not subtyped),0.1
20211206,20211212,45-64 years,Influenza - Type A or B,0.2
20211206,20211212,45-64 years,Influenza - Type A(H1N1)pdm09,0
20211206,20211212,45-64 years,Influenza - Type A(H3),0.1
20211206,20211212,45-64 years,Influenza - Type B,0
20211206,20211212,45-64 years,Mycoplasma pneumoniae,0
20211206,20211212,45-64 years,Parainfluenza virus,0.3
20211206,20211212,45-64 years,Respiratory syncytial virus,0.4
20211206,20211212,45-64 years,Rhinovirus,1.2
20211206,20211212,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.6
20211206,20211212,65-74 years,Adenovirus,0.3
20211206,20211212,65-74 years,Human metapneumovirus,1.4
20211206,20211212,65-74 years,Influenza - Type A (any subtype),0
20211206,20211212,65-74 years,Influenza - Type A (not subtyped),0
20211206,20211212,65-74 years,Influenza - Type A or B,0
20211206,20211212,65-74 years,Influenza - Type A(H1N1)pdm09,0
20211206,20211212,65-74 years,Influenza - Type A(H3),0
20211206,20211212,65-74 years,Influenza - Type B,0
20211206,20211212,65-74 years,Mycoplasma pneumoniae,0
20211206,20211212,65-74 years,Parainfluenza virus,0.9
20211206,20211212,65-74 years,Respiratory syncytial virus,0.9
20211206,20211212,65-74 years,Rhinovirus,2.4
20211206,20211212,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.7
20211206,20211212,75+ years,Adenovirus,0.2
20211206,20211212,75+ years,Human metapneumovirus,1.5
20211206,20211212,75+ years,Influenza - Type A (any subtype),0.4
20211206,20211212,75+ years,Influenza - Type A (not subtyped),0
20211206,20211212,75+ years,Influenza - Type A or B,0.4
20211206,20211212,75+ years,Influenza - Type A(H1N1)pdm09,0
20211206,20211212,75+ years,Influenza - Type A(H3),0.4
20211206,20211212,75+ years,Influenza - Type B,0
20211206,20211212,75+ years,Mycoplasma pneumoniae,0
20211206,20211212,75+ years,Parainfluenza virus,0.9
20211206,20211212,75+ years,Respiratory syncytial virus,1.1
20211206,20211212,75+ years,Rhinovirus,1.1
20211206,20211212,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),2.3
20211213,20211219,<1 years,Adenovirus,24.7
20211213,20211219,<1 years,Human metapneumovirus,57.6
20211213,20211219,<1 years,Influenza - Type A (any subtype),2.1
20211213,20211219,<1 years,Influenza - Type A (not subtyped),0
20211213,20211219,<1 years,Influenza - Type A or B,2.1
20211213,20211219,<1 years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,<1 years,Influenza - Type A(H3),2.1
20211213,20211219,<1 years,Influenza - Type B,0
20211213,20211219,<1 years,Mycoplasma pneumoniae,0
20211213,20211219,<1 years,Parainfluenza virus,39.1
20211213,20211219,<1 years,Respiratory syncytial virus,16.4
20211213,20211219,<1 years,Rhinovirus,96.6
20211213,20211219,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),28.8
20211213,20211219,1-4 years,Adenovirus,15.8
20211213,20211219,1-4 years,Human metapneumovirus,23.7
20211213,20211219,1-4 years,Influenza - Type A (any subtype),1.4
20211213,20211219,1-4 years,Influenza - Type A (not subtyped),0
20211213,20211219,1-4 years,Influenza - Type A or B,2.3
20211213,20211219,1-4 years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,1-4 years,Influenza - Type A(H3),1.4
20211213,20211219,1-4 years,Influenza - Type B,0.9
20211213,20211219,1-4 years,Mycoplasma pneumoniae,0
20211213,20211219,1-4 years,Parainfluenza virus,5.1
20211213,20211219,1-4 years,Respiratory syncytial virus,7.4
20211213,20211219,1-4 years,Rhinovirus,37.2
20211213,20211219,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),5.6
20211213,20211219,5-14 years,Adenovirus,1
20211213,20211219,5-14 years,Human metapneumovirus,3.9
20211213,20211219,5-14 years,Influenza - Type A (any subtype),0.3
20211213,20211219,5-14 years,Influenza - Type A (not subtyped),0.3
20211213,20211219,5-14 years,Influenza - Type A or B,0.7
20211213,20211219,5-14 years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,5-14 years,Influenza - Type A(H3),0
20211213,20211219,5-14 years,Influenza - Type B,0.3
20211213,20211219,5-14 years,Mycoplasma pneumoniae,0
20211213,20211219,5-14 years,Parainfluenza virus,1
20211213,20211219,5-14 years,Respiratory syncytial virus,1.3
20211213,20211219,5-14 years,Rhinovirus,7.4
20211213,20211219,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),1
20211213,20211219,15-44 years,Adenovirus,0.2
20211213,20211219,15-44 years,Human metapneumovirus,0.6
20211213,20211219,15-44 years,Influenza - Type A (any subtype),0.5
20211213,20211219,15-44 years,Influenza - Type A (not subtyped),0.3
20211213,20211219,15-44 years,Influenza - Type A or B,0.5
20211213,20211219,15-44 years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,15-44 years,Influenza - Type A(H3),0.2
20211213,20211219,15-44 years,Influenza - Type B,0
20211213,20211219,15-44 years,Mycoplasma pneumoniae,0
20211213,20211219,15-44 years,Parainfluenza virus,0.5
20211213,20211219,15-44 years,Respiratory syncytial virus,0.3
20211213,20211219,15-44 years,Rhinovirus,1.3
20211213,20211219,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20211213,20211219,45-64 years,Adenovirus,0.1
20211213,20211219,45-64 years,Human metapneumovirus,1.4
20211213,20211219,45-64 years,Influenza - Type A (any subtype),0.1
20211213,20211219,45-64 years,Influenza - Type A (not subtyped),0
20211213,20211219,45-64 years,Influenza - Type A or B,0.1
20211213,20211219,45-64 years,Influenza - Type A(H1N1)pdm09,0.1
20211213,20211219,45-64 years,Influenza - Type A(H3),0
20211213,20211219,45-64 years,Influenza - Type B,0
20211213,20211219,45-64 years,Mycoplasma pneumoniae,0
20211213,20211219,45-64 years,Parainfluenza virus,0.3
20211213,20211219,45-64 years,Respiratory syncytial virus,0.3
20211213,20211219,45-64 years,Rhinovirus,0.9
20211213,20211219,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20211213,20211219,65-74 years,Adenovirus,0
20211213,20211219,65-74 years,Human metapneumovirus,1.4
20211213,20211219,65-74 years,Influenza - Type A (any subtype),0
20211213,20211219,65-74 years,Influenza - Type A (not subtyped),0
20211213,20211219,65-74 years,Influenza - Type A or B,0
20211213,20211219,65-74 years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,65-74 years,Influenza - Type A(H3),0
20211213,20211219,65-74 years,Influenza - Type B,0
20211213,20211219,65-74 years,Mycoplasma pneumoniae,0
20211213,20211219,65-74 years,Parainfluenza virus,0.5
20211213,20211219,65-74 years,Respiratory syncytial virus,0.2
20211213,20211219,65-74 years,Rhinovirus,1
20211213,20211219,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),1.4
20211213,20211219,75+ years,Adenovirus,0.4
20211213,20211219,75+ years,Human metapneumovirus,2.6
20211213,20211219,75+ years,Influenza - Type A (any subtype),0
20211213,20211219,75+ years,Influenza - Type A (not subtyped),0
20211213,20211219,75+ years,Influenza - Type A or B,0
20211213,20211219,75+ years,Influenza - Type A(H1N1)pdm09,0
20211213,20211219,75+ years,Influenza - Type A(H3),0
20211213,20211219,75+ years,Influenza - Type B,0
20211213,20211219,75+ years,Mycoplasma pneumoniae,0
20211213,20211219,75+ years,Parainfluenza virus,2.1
20211213,20211219,75+ years,Respiratory syncytial virus,1.1
20211213,20211219,75+ years,Rhinovirus,2.8
20211213,20211219,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),2.1
20211220,20211226,<1 years,Adenovirus,18.5
20211220,20211226,<1 years,Human metapneumovirus,47.3
20211220,20211226,<1 years,Influenza - Type A (any subtype),0
20211220,20211226,<1 years,Influenza - Type A (not subtyped),0
20211220,20211226,<1 years,Influenza - Type A or B,0
20211220,20211226,<1 years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,<1 years,Influenza - Type A(H3),0
20211220,20211226,<1 years,Influenza - Type B,0
20211220,20211226,<1 years,Mycoplasma pneumoniae,0
20211220,20211226,<1 years,Parainfluenza virus,18.5
20211220,20211226,<1 years,Respiratory syncytial virus,26.7
20211220,20211226,<1 years,Rhinovirus,61.7
20211220,20211226,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),12.3
20211220,20211226,1-4 years,Adenovirus,13.9
20211220,20211226,1-4 years,Human metapneumovirus,19.1
20211220,20211226,1-4 years,Influenza - Type A (any subtype),2.8
20211220,20211226,1-4 years,Influenza - Type A (not subtyped),2.3
20211220,20211226,1-4 years,Influenza - Type A or B,2.8
20211220,20211226,1-4 years,Influenza - Type A(H1N1)pdm09,0.5
20211220,20211226,1-4 years,Influenza - Type A(H3),0
20211220,20211226,1-4 years,Influenza - Type B,0
20211220,20211226,1-4 years,Mycoplasma pneumoniae,0
20211220,20211226,1-4 years,Parainfluenza virus,10.2
20211220,20211226,1-4 years,Respiratory syncytial virus,4.2
20211220,20211226,1-4 years,Rhinovirus,23.7
20211220,20211226,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),6
20211220,20211226,5-14 years,Adenovirus,0.5
20211220,20211226,5-14 years,Human metapneumovirus,2.2
20211220,20211226,5-14 years,Influenza - Type A (any subtype),0.5
20211220,20211226,5-14 years,Influenza - Type A (not subtyped),0.2
20211220,20211226,5-14 years,Influenza - Type A or B,0.8
20211220,20211226,5-14 years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,5-14 years,Influenza - Type A(H3),0.3
20211220,20211226,5-14 years,Influenza - Type B,0.3
20211220,20211226,5-14 years,Mycoplasma pneumoniae,0
20211220,20211226,5-14 years,Parainfluenza virus,1.2
20211220,20211226,5-14 years,Respiratory syncytial virus,0.3
20211220,20211226,5-14 years,Rhinovirus,4.4
20211220,20211226,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20211220,20211226,15-44 years,Adenovirus,0.2
20211220,20211226,15-44 years,Human metapneumovirus,0.7
20211220,20211226,15-44 years,Influenza - Type A (any subtype),0.6
20211220,20211226,15-44 years,Influenza - Type A (not subtyped),0.4
20211220,20211226,15-44 years,Influenza - Type A or B,0.6
20211220,20211226,15-44 years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,15-44 years,Influenza - Type A(H3),0.2
20211220,20211226,15-44 years,Influenza - Type B,0
20211220,20211226,15-44 years,Mycoplasma pneumoniae,0
20211220,20211226,15-44 years,Parainfluenza virus,0.2
20211220,20211226,15-44 years,Respiratory syncytial virus,0.1
20211220,20211226,15-44 years,Rhinovirus,1.7
20211220,20211226,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20211220,20211226,45-64 years,Adenovirus,0.5
20211220,20211226,45-64 years,Human metapneumovirus,0.7
20211220,20211226,45-64 years,Influenza - Type A (any subtype),0.1
20211220,20211226,45-64 years,Influenza - Type A (not subtyped),0
20211220,20211226,45-64 years,Influenza - Type A or B,0.1
20211220,20211226,45-64 years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,45-64 years,Influenza - Type A(H3),0.1
20211220,20211226,45-64 years,Influenza - Type B,0
20211220,20211226,45-64 years,Mycoplasma pneumoniae,0
20211220,20211226,45-64 years,Parainfluenza virus,0.2
20211220,20211226,45-64 years,Respiratory syncytial virus,0.2
20211220,20211226,45-64 years,Rhinovirus,0.8
20211220,20211226,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20211220,20211226,65-74 years,Adenovirus,0
20211220,20211226,65-74 years,Human metapneumovirus,1.9
20211220,20211226,65-74 years,Influenza - Type A (any subtype),0.2
20211220,20211226,65-74 years,Influenza - Type A (not subtyped),0.2
20211220,20211226,65-74 years,Influenza - Type A or B,0.2
20211220,20211226,65-74 years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,65-74 years,Influenza - Type A(H3),0
20211220,20211226,65-74 years,Influenza - Type B,0
20211220,20211226,65-74 years,Mycoplasma pneumoniae,0
20211220,20211226,65-74 years,Parainfluenza virus,0.3
20211220,20211226,65-74 years,Respiratory syncytial virus,0.2
20211220,20211226,65-74 years,Rhinovirus,1.4
20211220,20211226,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20211220,20211226,75+ years,Adenovirus,0.2
20211220,20211226,75+ years,Human metapneumovirus,2.8
20211220,20211226,75+ years,Influenza - Type A (any subtype),0.2
20211220,20211226,75+ years,Influenza - Type A (not subtyped),0.2
20211220,20211226,75+ years,Influenza - Type A or B,0.2
20211220,20211226,75+ years,Influenza - Type A(H1N1)pdm09,0
20211220,20211226,75+ years,Influenza - Type A(H3),0
20211220,20211226,75+ years,Influenza - Type B,0
20211220,20211226,75+ years,Mycoplasma pneumoniae,0
20211220,20211226,75+ years,Parainfluenza virus,1.9
20211220,20211226,75+ years,Respiratory syncytial virus,0.9
20211220,20211226,75+ years,Rhinovirus,2.6
20211220,20211226,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),1.7
20211227,20220102,<1 years,Adenovirus,10.3
20211227,20220102,<1 years,Human metapneumovirus,32.9
20211227,20220102,<1 years,Influenza - Type A (any subtype),0
20211227,20220102,<1 years,Influenza - Type A (not subtyped),0
20211227,20220102,<1 years,Influenza - Type A or B,2.1
20211227,20220102,<1 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,<1 years,Influenza - Type A(H3),0
20211227,20220102,<1 years,Influenza - Type B,2.1
20211227,20220102,<1 years,Mycoplasma pneumoniae,0
20211227,20220102,<1 years,Parainfluenza virus,41.1
20211227,20220102,<1 years,Respiratory syncytial virus,20.6
20211227,20220102,<1 years,Rhinovirus,53.5
20211227,20220102,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),14.4
20211227,20220102,1-4 years,Adenovirus,14.9
20211227,20220102,1-4 years,Human metapneumovirus,16.3
20211227,20220102,1-4 years,Influenza - Type A (any subtype),0.9
20211227,20220102,1-4 years,Influenza - Type A (not subtyped),0
20211227,20220102,1-4 years,Influenza - Type A or B,1.4
20211227,20220102,1-4 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,1-4 years,Influenza - Type A(H3),0.9
20211227,20220102,1-4 years,Influenza - Type B,0.5
20211227,20220102,1-4 years,Mycoplasma pneumoniae,0
20211227,20220102,1-4 years,Parainfluenza virus,8.4
20211227,20220102,1-4 years,Respiratory syncytial virus,3.7
20211227,20220102,1-4 years,Rhinovirus,19.5
20211227,20220102,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),3.3
20211227,20220102,5-14 years,Adenovirus,0
20211227,20220102,5-14 years,Human metapneumovirus,2
20211227,20220102,5-14 years,Influenza - Type A (any subtype),0.2
20211227,20220102,5-14 years,Influenza - Type A (not subtyped),0.2
20211227,20220102,5-14 years,Influenza - Type A or B,0.3
20211227,20220102,5-14 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,5-14 years,Influenza - Type A(H3),0
20211227,20220102,5-14 years,Influenza - Type B,0.2
20211227,20220102,5-14 years,Mycoplasma pneumoniae,0
20211227,20220102,5-14 years,Parainfluenza virus,0.3
20211227,20220102,5-14 years,Respiratory syncytial virus,0.3
20211227,20220102,5-14 years,Rhinovirus,4.2
20211227,20220102,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.8
20211227,20220102,15-44 years,Adenovirus,0.2
20211227,20220102,15-44 years,Human metapneumovirus,0.6
20211227,20220102,15-44 years,Influenza - Type A (any subtype),0.4
20211227,20220102,15-44 years,Influenza - Type A (not subtyped),0.1
20211227,20220102,15-44 years,Influenza - Type A or B,0.5
20211227,20220102,15-44 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,15-44 years,Influenza - Type A(H3),0.2
20211227,20220102,15-44 years,Influenza - Type B,0.1
20211227,20220102,15-44 years,Mycoplasma pneumoniae,0
20211227,20220102,15-44 years,Parainfluenza virus,0.3
20211227,20220102,15-44 years,Respiratory syncytial virus,0
20211227,20220102,15-44 years,Rhinovirus,1.4
20211227,20220102,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20211227,20220102,45-64 years,Adenovirus,0.1
20211227,20220102,45-64 years,Human metapneumovirus,1.1
20211227,20220102,45-64 years,Influenza - Type A (any subtype),0.3
20211227,20220102,45-64 years,Influenza - Type A (not subtyped),0.3
20211227,20220102,45-64 years,Influenza - Type A or B,0.3
20211227,20220102,45-64 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,45-64 years,Influenza - Type A(H3),0
20211227,20220102,45-64 years,Influenza - Type B,0
20211227,20220102,45-64 years,Mycoplasma pneumoniae,0
20211227,20220102,45-64 years,Parainfluenza virus,0.7
20211227,20220102,45-64 years,Respiratory syncytial virus,0.1
20211227,20220102,45-64 years,Rhinovirus,1.4
20211227,20220102,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20211227,20220102,65-74 years,Adenovirus,0
20211227,20220102,65-74 years,Human metapneumovirus,1.2
20211227,20220102,65-74 years,Influenza - Type A (any subtype),0.5
20211227,20220102,65-74 years,Influenza - Type A (not subtyped),0.3
20211227,20220102,65-74 years,Influenza - Type A or B,0.5
20211227,20220102,65-74 years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,65-74 years,Influenza - Type A(H3),0.2
20211227,20220102,65-74 years,Influenza - Type B,0
20211227,20220102,65-74 years,Mycoplasma pneumoniae,0
20211227,20220102,65-74 years,Parainfluenza virus,0.3
20211227,20220102,65-74 years,Respiratory syncytial virus,0.9
20211227,20220102,65-74 years,Rhinovirus,1.2
20211227,20220102,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.7
20211227,20220102,75+ years,Adenovirus,0
20211227,20220102,75+ years,Human metapneumovirus,2.1
20211227,20220102,75+ years,Influenza - Type A (any subtype),0.4
20211227,20220102,75+ years,Influenza - Type A (not subtyped),0.2
20211227,20220102,75+ years,Influenza - Type A or B,0.4
20211227,20220102,75+ years,Influenza - Type A(H1N1)pdm09,0
20211227,20220102,75+ years,Influenza - Type A(H3),0.2
20211227,20220102,75+ years,Influenza - Type B,0
20211227,20220102,75+ years,Mycoplasma pneumoniae,0
20211227,20220102,75+ years,Parainfluenza virus,0.6
20211227,20220102,75+ years,Respiratory syncytial virus,1.5
20211227,20220102,75+ years,Rhinovirus,1.5
20211227,20220102,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),1.5
20220103,20220109,<1 years,Adenovirus,24.7
20220103,20220109,<1 years,Human metapneumovirus,35
20220103,20220109,<1 years,Influenza - Type A (any subtype),0
20220103,20220109,<1 years,Influenza - Type A (not subtyped),0
20220103,20220109,<1 years,Influenza - Type A or B,0
20220103,20220109,<1 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,<1 years,Influenza - Type A(H3),0
20220103,20220109,<1 years,Influenza - Type B,0
20220103,20220109,<1 years,Mycoplasma pneumoniae,0
20220103,20220109,<1 years,Parainfluenza virus,20.6
20220103,20220109,<1 years,Respiratory syncytial virus,16.4
20220103,20220109,<1 years,Rhinovirus,61.7
20220103,20220109,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),6.2
20220103,20220109,1-4 years,Adenovirus,13.9
20220103,20220109,1-4 years,Human metapneumovirus,7.4
20220103,20220109,1-4 years,Influenza - Type A (any subtype),0
20220103,20220109,1-4 years,Influenza - Type A (not subtyped),0
20220103,20220109,1-4 years,Influenza - Type A or B,0
20220103,20220109,1-4 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,1-4 years,Influenza - Type A(H3),0
20220103,20220109,1-4 years,Influenza - Type B,0
20220103,20220109,1-4 years,Mycoplasma pneumoniae,0
20220103,20220109,1-4 years,Parainfluenza virus,3.7
20220103,20220109,1-4 years,Respiratory syncytial virus,0.5
20220103,20220109,1-4 years,Rhinovirus,11.6
20220103,20220109,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),1.4
20220103,20220109,5-14 years,Adenovirus,0.5
20220103,20220109,5-14 years,Human metapneumovirus,0.5
20220103,20220109,5-14 years,Influenza - Type A (any subtype),0
20220103,20220109,5-14 years,Influenza - Type A (not subtyped),0
20220103,20220109,5-14 years,Influenza - Type A or B,0
20220103,20220109,5-14 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,5-14 years,Influenza - Type A(H3),0
20220103,20220109,5-14 years,Influenza - Type B,0
20220103,20220109,5-14 years,Mycoplasma pneumoniae,0
20220103,20220109,5-14 years,Parainfluenza virus,0.3
20220103,20220109,5-14 years,Respiratory syncytial virus,0
20220103,20220109,5-14 years,Rhinovirus,1.3
20220103,20220109,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220103,20220109,15-44 years,Adenovirus,0.3
20220103,20220109,15-44 years,Human metapneumovirus,0.4
20220103,20220109,15-44 years,Influenza - Type A (any subtype),0
20220103,20220109,15-44 years,Influenza - Type A (not subtyped),0
20220103,20220109,15-44 years,Influenza - Type A or B,0
20220103,20220109,15-44 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,15-44 years,Influenza - Type A(H3),0
20220103,20220109,15-44 years,Influenza - Type B,0
20220103,20220109,15-44 years,Mycoplasma pneumoniae,0
20220103,20220109,15-44 years,Parainfluenza virus,0.2
20220103,20220109,15-44 years,Respiratory syncytial virus,0.1
20220103,20220109,15-44 years,Rhinovirus,0.7
20220103,20220109,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20220103,20220109,45-64 years,Adenovirus,0.3
20220103,20220109,45-64 years,Human metapneumovirus,0.3
20220103,20220109,45-64 years,Influenza - Type A (any subtype),0
20220103,20220109,45-64 years,Influenza - Type A (not subtyped),0
20220103,20220109,45-64 years,Influenza - Type A or B,0
20220103,20220109,45-64 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,45-64 years,Influenza - Type A(H3),0
20220103,20220109,45-64 years,Influenza - Type B,0
20220103,20220109,45-64 years,Mycoplasma pneumoniae,0
20220103,20220109,45-64 years,Parainfluenza virus,0.1
20220103,20220109,45-64 years,Respiratory syncytial virus,0.3
20220103,20220109,45-64 years,Rhinovirus,0.9
20220103,20220109,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20220103,20220109,65-74 years,Adenovirus,0
20220103,20220109,65-74 years,Human metapneumovirus,1.4
20220103,20220109,65-74 years,Influenza - Type A (any subtype),0
20220103,20220109,65-74 years,Influenza - Type A (not subtyped),0
20220103,20220109,65-74 years,Influenza - Type A or B,0
20220103,20220109,65-74 years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,65-74 years,Influenza - Type A(H3),0
20220103,20220109,65-74 years,Influenza - Type B,0
20220103,20220109,65-74 years,Mycoplasma pneumoniae,0
20220103,20220109,65-74 years,Parainfluenza virus,0.3
20220103,20220109,65-74 years,Respiratory syncytial virus,0.3
20220103,20220109,65-74 years,Rhinovirus,0.7
20220103,20220109,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20220103,20220109,75+ years,Adenovirus,0.2
20220103,20220109,75+ years,Human metapneumovirus,1.5
20220103,20220109,75+ years,Influenza - Type A (any subtype),0.9
20220103,20220109,75+ years,Influenza - Type A (not subtyped),0.4
20220103,20220109,75+ years,Influenza - Type A or B,0.9
20220103,20220109,75+ years,Influenza - Type A(H1N1)pdm09,0
20220103,20220109,75+ years,Influenza - Type A(H3),0.4
20220103,20220109,75+ years,Influenza - Type B,0
20220103,20220109,75+ years,Mycoplasma pneumoniae,0
20220103,20220109,75+ years,Parainfluenza virus,0.6
20220103,20220109,75+ years,Respiratory syncytial virus,0.9
20220103,20220109,75+ years,Rhinovirus,1.7
20220103,20220109,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20220110,20220116,<1 years,Adenovirus,26.7
20220110,20220116,<1 years,Human metapneumovirus,6.2
20220110,20220116,<1 years,Influenza - Type A (any subtype),0
20220110,20220116,<1 years,Influenza - Type A (not subtyped),0
20220110,20220116,<1 years,Influenza - Type A or B,0
20220110,20220116,<1 years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,<1 years,Influenza - Type A(H3),0
20220110,20220116,<1 years,Influenza - Type B,0
20220110,20220116,<1 years,Mycoplasma pneumoniae,0
20220110,20220116,<1 years,Parainfluenza virus,8.2
20220110,20220116,<1 years,Respiratory syncytial virus,6.2
20220110,20220116,<1 years,Rhinovirus,43.2
20220110,20220116,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),4.1
20220110,20220116,1-4 years,Adenovirus,13.5
20220110,20220116,1-4 years,Human metapneumovirus,3.7
20220110,20220116,1-4 years,Influenza - Type A (any subtype),0.5
20220110,20220116,1-4 years,Influenza - Type A (not subtyped),0
20220110,20220116,1-4 years,Influenza - Type A or B,0.9
20220110,20220116,1-4 years,Influenza - Type A(H1N1)pdm09,0.5
20220110,20220116,1-4 years,Influenza - Type A(H3),0
20220110,20220116,1-4 years,Influenza - Type B,0.5
20220110,20220116,1-4 years,Mycoplasma pneumoniae,0
20220110,20220116,1-4 years,Parainfluenza virus,2.3
20220110,20220116,1-4 years,Respiratory syncytial virus,0.9
20220110,20220116,1-4 years,Rhinovirus,20.9
20220110,20220116,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),2.8
20220110,20220116,5-14 years,Adenovirus,0.2
20220110,20220116,5-14 years,Human metapneumovirus,0
20220110,20220116,5-14 years,Influenza - Type A (any subtype),0
20220110,20220116,5-14 years,Influenza - Type A (not subtyped),0
20220110,20220116,5-14 years,Influenza - Type A or B,0
20220110,20220116,5-14 years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,5-14 years,Influenza - Type A(H3),0
20220110,20220116,5-14 years,Influenza - Type B,0
20220110,20220116,5-14 years,Mycoplasma pneumoniae,0
20220110,20220116,5-14 years,Parainfluenza virus,0.2
20220110,20220116,5-14 years,Respiratory syncytial virus,0
20220110,20220116,5-14 years,Rhinovirus,2.3
20220110,20220116,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20220110,20220116,15-44 years,Adenovirus,0.1
20220110,20220116,15-44 years,Human metapneumovirus,0
20220110,20220116,15-44 years,Influenza - Type A (any subtype),0
20220110,20220116,15-44 years,Influenza - Type A (not subtyped),0
20220110,20220116,15-44 years,Influenza - Type A or B,0
20220110,20220116,15-44 years,Influenza - Type A(H1N1)pdm09,0
20220110,20220116,15-44 years,Influenza - Type A(H3),0
20220110,20220116,15-44 years,Influenza - Type B,0
20220110,20220116,15-44 years,Mycoplasma pneumoniae,0
20220110,20220116,15-44 years,Parainfluenza virus,0.2
20220110,20220116,15-44 years,Respiratory syncytial virus,0
